2026-09-25 04:54:49 - Step 1 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:18 - Step 616 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.385 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:18 - Step 616 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.460 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:18 - Step 616 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.287 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 618 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.121 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 618 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.040 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 618 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.210 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 618 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.057 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 618 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.370 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 620 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.332 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 620 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.184 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 620 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.467 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:19 - Step 620 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.434 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 622 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.299 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 622 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.306 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 622 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.302 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 623 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.039 | Proposed -0.447 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 624 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.193 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 624 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.183 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 625 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.239 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:20 - Step 625 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.221 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:21 - Step 626 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.323 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:22 - Step 631 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.145 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:22 - Step 633 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.952 | Proposed 0.138 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:22 - Step 634 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.470 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:22 - Step 634 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.382 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 636 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.203 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 636 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.462 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 636 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.485 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 638 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.287 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 638 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.146 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:23 - Step 638 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.316 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 639 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.360 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 640 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.478 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 640 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.496 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 640 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.460 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 640 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.150 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 642 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.369 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:24 - Step 642 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.314 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 644 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.029 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 644 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.295 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 644 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.485 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 645 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.021 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 646 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.214 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 646 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.108 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:25 - Step 646 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.369 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:26 - Step 649 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.293 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:26 - Step 651 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.013 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:27 - Step 655 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.056 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:27 - Step 655 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.284 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:28 - Step 657 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.286 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:28 - Step 658 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.418 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:28 - Step 658 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.013 | Proposed -0.467 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:28 - Step 659 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.290 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:29 - Step 660 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.212 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:29 - Step 660 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.495 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:29 - Step 661 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.451 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:29 - Step 662 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.423 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:29 - Step 662 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.309 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:29 - Step 663 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.360 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 664 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.400 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 664 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.439 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 665 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.031 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 666 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.017 | Proposed -0.319 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 666 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.104 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 667 | Zone 2 | REJECTED [DEMAND_SPIKE] | SOC 0.087 | Proposed 0.042 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:56:30 - Step 667 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.339 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:30 - Step 668 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.035 | Proposed -0.466 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:31 - Step 669 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.342 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:31 - Step 670 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.415 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:31 - Step 670 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.425 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:31 - Step 671 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.493 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:31 - Step 672 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.284 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:32 - Step 673 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.479 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:32 - Step 675 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.101 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:32 - Step 676 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.382 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:33 - Step 677 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.070 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:56:33 - Step 678 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.370 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:56:33 - Step 678 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.115 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
